month,n_rows,actual_total,pred_total,mae,rmse,smape,wape,bias_ratio
2019-05-01,614,30410.0,28654.325649301558,21.949622402407936,38.01675397230207,0.9475586888267952,0.4431788278552605,-0.05773345447873858
2019-06-01,614,16947.0,12329.95771023276,16.465750764150236,31.4436638238623,1.2236541801523044,0.5965640508165602,-0.2724400949883307
2019-07-01,614,25171.0,7567.654133556392,33.637956897812224,62.23047566710687,1.3225518887268841,0.8205357568335269,-0.6993502787510869
2019-08-01,614,21359.0,6880.867465381742,26.823024273592747,45.74186186808426,1.3863936462054616,0.7710724708079004,-0.6778469279750109
2019-09-01,614,11781.0,4274.365360132849,15.415436213344684,38.36609190272177,1.3243443525689718,0.8034188808245171,-0.6371814480831128
2019-10-01,614,11241.0,4685.448991243502,13.321746276513423,24.69439929308514,1.3603695716814166,0.727653430635997,-0.5831821909755803
2019-11-01,614,3469.0,4141.92118068133,4.5081429132945825,8.086790797480115,1.3776283543185472,0.7979244014882887,0.19398131469626137
