product_id,month,ordered_qty,ship_qty,n_lines,n_customers,ordered_lag1,ordered_roll_mean_3,ordered_roll_std_3,ordered_roll_mean_6,ordered_roll_std_6,ordered_roll_mean_12,ordered_roll_std_12
103101,2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2019-01-01,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103101,2019-02-01,0.0,0.0,0.0,0.0,3.0,1.0,1.4142135623730951,0.5,1.118033988749895,0.25,0.82915619758885
103101,2019-03-01,0.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.5,1.118033988749895,0.25,0.82915619758885
103101,2019-04-01,0.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.5,1.118033988749895,0.25,0.82915619758885
103102,2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103102,2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103102,2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103102,2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103102,2017-05-01,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103102,2017-06-01,0.0,0.0,0.0,0.0,6.0,2.0,2.8284271247461903,1.0,2.23606797749979,1.0,2.23606797749979
103102,2017-07-01,0.0,0.0,0.0,0.0,0.0,2.0,2.8284271247461903,1.0,2.23606797749979,0.8571428571428571,2.099562636671296
103102,2017-08-01,0.0,0.0,0.0,0.0,0.0,2.0,2.8284271247461903,1.0,2.23606797749979,0.75,1.984313483298443
103102,2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.23606797749979,0.6666666666666666,1.8856180831641267
103102,2017-10-01,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.23606797749979,0.6,1.8
103102,2017-11-01,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,1.8856180831641267,1.6666666666666667,2.4267032964268394,0.9090909090909091,1.9750509984000393
103102,2017-12-01,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.8856180831641267,0.6666666666666666,1.4907119849998596,0.8333333333333334,1.9075871903765995
103102,2018-01-01,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.8856180831641267,0.6666666666666666,1.4907119849998596,0.8333333333333334,1.9075871903765995
103102,2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.4907119849998596,0.8333333333333334,1.9075871903765995
103102,2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.4907119849998596,0.8333333333333334,1.9075871903765995
103102,2018-04-01,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.4907119849998596,0.8333333333333334,1.9075871903765995
103102,2018-05-01,16.0,16.0,4.0,4.0,8.0,2.6666666666666665,3.7712361663282534,1.3333333333333333,2.981423969999719,1.5,2.7233557730613653
103102,2018-06-01,0.0,0.0,0.0,0.0,16.0,8.0,6.531972647421808,4.0,6.110100926607787,2.3333333333333335,4.749268949591669
103102,2018-07-01,0.0,0.0,0.0,0.0,0.0,8.0,6.531972647421808,4.0,6.110100926607787,2.3333333333333335,4.749268949591669
103102,2018-08-01,0.0,0.0,0.0,0.0,0.0,5.333333333333333,7.542472332656507,4.0,6.110100926607787,2.3333333333333335,4.749268949591669
103102,2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.110100926607787,2.3333333333333335,4.749268949591669
103102,2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.110100926607787,2.3333333333333335,4.749268949591669
103102,2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,5.962847939999439,2.0,4.760952285695233
103102,2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.760952285695233
103102,2019-01-01,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.760952285695233
